Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Russell Westbrook,39:16,5,15,.333,0,2,.000,2,6,.333,4,9,13,12,2,1,8,5,12,0
Bradley Beal,36:30,8,20,.400,1,5,.200,8,8,1.000,1,3,4,10,0,0,3,1,25,-1
Rui Hachimura,29:27,5,11,.455,1,4,.250,3,3,1.000,0,4,4,3,1,0,0,0,14,-6
Garrison Mathews,16:49,2,6,.333,2,6,.333,2,3,.667,0,1,1,1,0,0,0,3,8,-16
Moritz Wagner,3:03,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-6
Dāvis Bertāns,29:34,9,11,.818,9,11,.818,8,8,1.000,0,3,3,1,1,1,0,3,35,+10
Robin Lopez,26:46,4,6,.667,0,0,,1,1,1.000,3,1,4,0,1,0,1,2,9,+11
Deni Avdija,20:40,1,3,.333,1,3,.333,0,0,,0,7,7,2,1,0,1,2,3,+14
Raul Neto,20:17,5,5,1.000,1,1,1.000,3,3,1.000,0,2,2,1,1,0,0,0,14,+2
Alex Len,17:37,5,8,.625,0,0,,0,2,.000,1,6,7,1,0,1,-1,3,10,+2
