Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ATL,240,.603,.548,.422,.361,30.2,80.8,57.9,55.3,9.2,19.7,14.3,100.0,118.2,99.8
MIN,240,.499,.473,.344,.129,19.2,69.8,42.1,75.0,14.3,16.7,11.7,100.0,99.8,118.2
