Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,34:15,11,19,.579,6,10,.600,2,2,1.000,1,5,6,3,0,2,6,2,30,-21
Lauri Markkanen,31:06,7,12,.583,3,6,.500,1,2,.500,1,5,6,1,0,0,1,3,18,-15
Coby White,23:59,2,6,.333,1,3,.333,0,0,,0,2,2,1,0,0,2,3,5,-22
Daniel Gafford,10:42,0,2,.000,0,0,,0,2,.000,3,0,3,1,0,1,1,0,0,-20
Patrick Williams,10:02,1,4,.250,0,2,.000,0,0,,0,0,0,1,1,0,2,2,2,-20
Thaddeus Young,31:17,8,11,.727,0,1,.000,0,2,.000,4,5,9,9,1,1,2,2,16,+4
Garrett Temple,26:03,4,9,.444,0,1,.000,0,0,,0,5,5,2,2,1,1,1,8,+9
Denzel Valentine,25:40,3,10,.300,2,6,.333,0,0,,0,3,3,1,0,0,1,1,8,0
Tomáš Satoranský,24:01,1,7,.143,1,3,.333,0,0,,0,2,2,6,0,0,2,1,3,+6
Otto Porter,22:55,4,8,.500,4,7,.571,1,2,.500,0,5,5,3,0,2,0,1,13,-1
