Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,37:18,17,29,.586,4,10,.400,5,6,.833,3,16,19,4,0,1,1,2,43,+10
Cole Anthony,32:27,6,10,.600,2,3,.667,3,5,.600,0,4,4,9,2,0,4,2,17,+16
Evan Fournier,29:18,6,13,.462,3,7,.429,5,6,.833,0,3,3,4,0,0,3,3,20,+7
James Ennis,23:22,3,5,.600,0,0,,8,8,1.000,0,3,3,0,1,0,0,2,14,+15
Gary Clark,16:38,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,1,2,0,+9
Terrence Ross,30:15,3,5,.600,1,3,.333,0,0,,0,4,4,2,1,0,4,2,7,-2
Dwayne Bacon,18:55,2,5,.400,0,1,.000,3,5,.600,0,3,3,0,0,0,0,2,7,-5
Khem Birch,18:32,2,5,.400,0,0,,3,5,.600,4,2,6,3,1,1,0,3,7,-1
Chuma Okeke,17:42,2,4,.500,0,1,.000,0,0,,2,3,5,1,0,0,0,0,4,-17
Frank Mason,15:33,1,4,.250,1,1,1.000,1,2,.500,0,1,1,4,0,0,2,4,4,-12
