Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
WAS,240,.573,.560,.341,.319,17.0,79.1,46.7,67.4,7.7,4.0,10.4,100.0,114.1,102.6
OKC,240,.564,.512,.398,.325,20.9,83.0,53.3,63.9,5.8,3.3,16.7,100.0,102.6,114.1
