Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dennis Schröder,34:48,4,15,.267,0,3,.000,8,9,.889,2,5,7,4,2,0,6,4,16,-5
Markieff Morris,27:39,5,13,.385,2,9,.222,0,0,,0,6,6,1,1,1,0,2,12,+1
Kentavious Caldwell-Pope,20:44,0,5,.000,0,0,,0,1,.000,0,2,2,0,1,0,1,0,0,-18
Damian Jones,15:21,1,1,1.000,0,0,,2,2,1.000,3,6,9,0,0,0,1,1,4,-17
LeBron James,10:36,3,6,.500,1,2,.500,3,3,1.000,0,1,1,4,0,0,1,0,10,-5
Kyle Kuzma,36:32,3,8,.375,1,5,.200,1,2,.500,0,5,5,1,1,0,2,2,8,-2
Montrezl Harrell,32:34,10,13,.769,0,0,,3,4,.750,5,6,11,1,0,1,2,3,23,+14
Alex Caruso,20:40,1,3,.333,1,1,1.000,0,2,.000,2,2,4,2,1,1,1,2,3,+8
Talen Horton-Tucker,20:35,4,12,.333,0,2,.000,1,1,1.000,1,4,5,4,0,0,1,2,9,+5
Wesley Matthews,18:28,3,5,.600,3,4,.750,0,0,,0,2,2,0,0,0,1,0,9,-3
Alfonzo McKinnie,2:03,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-3
