Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Darius Bazley,35:20,8,13,.615,2,2,1.000,1,5,.200,5,4,9,3,0,0,3,3,19,+1
Luguentz Dort,34:35,4,19,.211,2,9,.222,0,0,,0,1,1,4,0,0,2,1,10,+1
Théo Maledon,28:13,5,10,.500,3,6,.500,5,5,1.000,0,4,4,4,1,0,2,3,18,+3
Moses Brown,14:23,2,3,.667,0,0,,0,2,.000,3,3,6,0,1,1,0,1,4,+6
Aleksej Pokusevski,9:59,2,4,.500,0,1,.000,0,0,,0,0,0,2,0,0,0,1,4,-2
Kenrich Williams,29:46,6,11,.545,2,3,.667,1,2,.500,1,4,5,2,1,0,2,4,15,0
Ty Jerome,22:45,5,10,.500,3,4,.750,2,2,1.000,0,2,2,5,1,1,1,4,15,-6
Isaiah Roby,21:42,3,6,.500,0,1,.000,5,5,1.000,1,4,5,0,1,0,3,3,11,-15
Gabriel Deck,18:42,4,6,.667,0,1,.000,3,3,1.000,3,3,6,3,1,0,0,0,11,-5
Sviatoslav Mykhailiuk,15:03,3,7,.429,1,3,.333,0,0,,0,2,2,0,0,0,2,1,7,-1
Tony Bradley,9:32,3,3,1.000,0,0,,0,0,,4,3,7,0,1,1,0,1,6,+3
