Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Kuzma,29:09,.833,.833,.500,.000,4.6,5.7,5.3,13.4,0.0,7.3,7.7,18.6,148,91,11.5
LeBron James,26:12,.560,.500,.385,.538,0.0,28.4,17.5,23.5,1.7,0.0,19.9,32.0,99,80,-3.2
Dennis Schröder,25:14,.527,.500,.300,.100,0.0,13.1,8.1,18.8,1.8,0.0,22.3,22.2,92,87,-7.5
Kentavious Caldwell-Pope,23:14,.926,1.000,.000,1.000,0.0,7.1,4.4,9.4,1.9,0.0,0.0,7.8,194,90,2.5
Marc Gasol,20:39,1.351,1.375,.750,.250,12.9,20.0,17.3,45.7,0.0,13.7,40.3,15.0,167,80,27.5
Talen Horton-Tucker,20:48,.466,.417,.417,.167,0.0,8.0,4.9,17.0,4.3,3.4,0.0,25.9,105,83,1.6
Montrezl Harrell,19:41,.600,.600,.100,.000,0.0,4.2,2.6,13.8,2.3,3.6,9.1,23.3,109,89,-0.2
Wesley Matthews,17:53,.450,.500,.500,.250,0.0,4.6,2.9,12.0,0.0,3.9,18.4,12.7,87,93,-6.1
Markieff Morris,15:06,.500,.500,.571,.000,8.8,27.4,20.3,7.9,0.0,9.3,12.5,22.1,96,79,-2.9
Alex Caruso,10:31,.875,.875,.500,.000,0.0,15.7,9.7,0.0,0.0,0.0,0.0,15.9,159,90,2.8
Quinn Cook,8:33,.460,.400,.600,.200,0.0,9.7,6.0,29.0,0.0,0.0,0.0,26.6,110,93,-5.6
Jared Dudley,7:40,1.500,1.500,1.000,.000,0.0,21.6,13.3,0.0,0.0,0.0,0.0,5.4,300,87,6.8
Kostas Antetokounmpo,7:40,.000,.000,.000,.000,0.0,43.2,26.6,0.0,0.0,18.4,50.0,21.8,0,66,-17.3
Alfonzo McKinnie,7:40,1.031,1.000,.000,.667,17.4,10.8,13.3,0.0,0.0,0.0,20.5,26.6,159,92,6.7
