Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Davis,33:27,5,16,.313,0,3,.000,2,3,.667,1,8,9,7,3,1,1,1,12,-11
Kentavious Caldwell-Pope,33:24,3,6,.500,2,3,.667,2,2,1.000,0,1,1,4,2,0,1,2,10,-9
LeBron James,27:33,6,11,.545,2,5,.400,5,7,.714,0,7,7,6,0,0,5,2,19,-4
Alex Caruso,26:06,3,9,.333,1,4,.250,0,2,.000,1,3,4,5,0,0,1,2,7,-6
Andre Drummond,25:36,8,14,.571,0,0,,3,4,.750,4,7,11,1,1,0,0,4,19,+3
Kyle Kuzma,35:57,8,16,.500,6,11,.545,2,2,1.000,0,3,3,0,1,2,1,1,24,-8
Talen Horton-Tucker,21:54,5,8,.625,0,1,.000,4,7,.571,1,2,3,7,0,0,3,4,14,-1
Montrezl Harrell,17:07,3,3,1.000,0,0,,3,4,.750,0,3,3,1,0,2,1,3,9,+5
Markieff Morris,9:29,0,0,,0,0,,0,0,,0,3,3,1,0,1,1,2,0,+3
Ben McLemore,9:27,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-7
