Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jerami Grant,34:20,9,24,.375,2,8,.250,5,7,.714,1,4,5,4,0,0,2,3,25,-17
Cory Joseph,29:42,5,9,.556,2,3,.667,0,0,,0,2,2,4,1,0,1,2,12,-7
Mason Plumlee,28:56,7,9,.778,0,0,,3,4,.750,3,18,21,5,0,2,2,3,17,+7
Josh Jackson,27:19,4,14,.286,0,5,.000,4,4,1.000,1,1,2,4,0,1,3,6,12,-13
Saddiq Bey,26:47,2,14,.143,0,6,.000,4,5,.800,4,6,10,2,0,1,1,0,8,+10
Wayne Ellington,20:40,3,5,.600,3,5,.600,0,0,,0,1,1,1,2,0,1,1,9,-9
Hamidou Diallo,20:35,1,5,.200,0,0,,2,2,1.000,2,9,11,1,0,1,3,3,4,+4
Isaiah Stewart,19:04,5,9,.556,1,3,.333,2,2,1.000,3,2,5,0,0,2,0,4,13,-13
Killian Hayes,18:18,0,1,.000,0,0,,0,0,,0,2,2,5,0,0,5,1,0,+1
Frank Jackson,14:19,3,6,.500,2,4,.500,1,2,.500,1,2,3,0,0,0,0,2,9,+7
