Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHI,240,.558,.528,.352,.250,28.6,72.9,52.2,48.8,9.6,11.1,10.9,100.0,116.0,94.8
NYK,240,.478,.434,.349,.277,27.1,71.4,47.8,59.4,6.4,7.0,14.7,100.0,94.8,116.0
