Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ben Simmons,32:53,5,9,.556,0,0,,5,8,.625,1,8,9,6,1,2,3,4,15,+22
Joel Embiid,30:39,10,20,.500,2,4,.500,5,7,.714,4,6,10,2,1,1,1,3,27,+18
Tobias Harris,30:10,7,14,.500,2,5,.400,1,2,.500,2,3,5,2,0,2,0,2,17,+32
Seth Curry,29:53,6,8,.750,3,4,.750,2,2,1.000,0,4,4,3,1,0,0,0,17,+23
Danny Green,28:02,2,6,.333,2,6,.333,0,0,,1,4,5,3,4,0,1,2,6,+19
Shake Milton,22:32,4,8,.500,0,2,.000,2,2,1.000,0,1,1,0,0,0,3,3,10,-4
Furkan Korkmaz,18:00,1,7,.143,1,5,.200,0,0,,0,3,3,1,0,0,3,1,3,-4
Mike Scott,16:46,1,5,.200,1,5,.200,0,0,,0,2,2,0,0,0,0,0,3,-8
Dwight Howard,15:24,4,7,.571,0,0,,1,1,1.000,3,3,6,0,1,1,0,4,9,-1
Tyrese Maxey,8:49,1,4,.250,0,0,,0,0,,1,1,2,3,0,0,1,0,2,+2
Matisse Thybulle,6:52,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+1
