Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
John Collins,36:16,7,17,.412,0,3,.000,4,4,1.000,2,7,9,2,0,1,1,5,18,-11
Trae Young,36:15,3,9,.333,0,0,,9,11,.818,1,0,1,14,0,0,3,2,15,-5
Kevin Huerter,35:04,4,10,.400,2,8,.250,0,0,,0,5,5,10,1,1,2,3,10,-18
Cam Reddish,28:02,6,10,.600,3,7,.429,3,4,.750,0,1,1,1,1,1,1,4,18,-8
Clint Capela,27:36,12,17,.706,0,0,,0,0,,3,7,10,1,1,1,0,0,24,+12
Danilo Gallinari,26:20,7,14,.500,4,8,.500,2,4,.500,0,7,7,0,1,0,1,5,20,-20
Solomon Hill,18:31,1,5,.200,0,2,.000,0,0,,1,2,3,2,0,0,1,2,2,-4
Brandon Goodwin,16:58,3,6,.500,0,1,.000,0,0,,0,1,1,4,1,0,1,2,6,-6
Skylar Mays,9:10,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,1,0,+5
Bruno Fernando,5:48,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,-5
