Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
OKC,240,.619,.558,.442,.395,13.0,75.0,41.9,57.5,3.8,7.3,10.6,100.0,118.4,139.3
BRK,240,.687,.665,.450,.160,25.0,87.0,58.1,57.9,6.6,8.3,9.3,100.0,139.3,118.4
