Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Malik Beasley,35:19,9,18,.500,3,6,.500,3,3,1.000,0,3,3,0,0,0,0,0,24,+13
D'Angelo Russell,31:14,9,21,.429,4,7,.571,5,6,.833,0,5,5,5,1,0,4,2,27,+4
Juan Hernangómez,27:10,2,5,.400,1,3,.333,2,2,1.000,2,6,8,2,0,0,0,2,7,+16
Jarrett Culver,19:55,1,5,.200,0,1,.000,0,0,,0,3,3,4,0,1,2,1,2,+8
Ed Davis,18:02,3,3,1.000,0,0,,0,0,,2,4,6,0,2,0,0,3,6,+9
Naz Reid,29:24,3,7,.429,1,4,.250,4,4,1.000,1,6,7,1,0,1,3,3,11,-4
Ricky Rubio,21:58,2,5,.400,0,1,.000,4,4,1.000,0,2,2,6,3,0,0,1,8,0
Josh Okogie,20:08,3,5,.600,0,2,.000,0,2,.000,0,4,4,0,0,1,1,2,6,+7
Jarred Vanderbilt,19:09,2,4,.500,0,0,,1,2,.500,1,7,8,0,0,0,1,2,5,-8
Anthony Edwards,17:41,0,8,.000,0,2,.000,0,0,,3,3,6,1,0,0,2,1,0,-5
