Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Domantas Sabonis,33:56,8,11,.727,0,1,.000,6,11,.545,1,9,10,11,1,0,5,6,22,+16
Malcolm Brogdon,28:52,8,14,.571,1,4,.250,1,1,1.000,0,2,2,6,1,0,1,1,18,+8
T.J. Warren,26:59,10,16,.625,0,2,.000,3,4,.750,2,4,6,3,0,0,0,3,23,+9
Myles Turner,25:13,4,8,.500,1,4,.250,0,0,,0,5,5,1,2,4,1,4,9,+15
Victor Oladipo,25:03,8,12,.667,5,5,1.000,1,1,1.000,0,7,7,1,2,0,2,2,22,+8
Justin Holiday,31:25,2,5,.400,0,3,.000,1,2,.500,0,2,2,2,2,0,0,3,5,+3
Doug McDermott,22:08,5,8,.625,2,4,.500,0,0,,2,6,8,0,0,0,1,2,12,+6
T.J. McConnell,19:08,2,5,.400,0,0,,0,0,,2,1,3,8,3,0,3,2,4,+11
Aaron Holiday,18:56,3,10,.300,0,3,.000,0,0,,0,2,2,2,3,0,2,2,6,+7
Kelan Martin,2:05,1,1,1.000,0,0,,0,0,,0,0,0,0,1,0,0,0,2,+3
Cassius Stanley,2:05,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,1,0,2,+3
Jalen Lecque,2:05,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,+3
JaKarr Sampson,2:05,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+3
