Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,1,265,55,110,.500,12,35,.343,10,15,.667,17,37,54,38,8,6,10,20,132
BOS,0,265,47,90,.522,17,35,.486,15,24,.625,5,38,43,31,3,6,12,18,126
