Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,1,265,39,92,.424,9,33,.273,25,31,.806,8,39,47,18,9,14,19,23,112
CHI,0,265,44,102,.431,13,33,.394,19,22,.864,13,47,60,25,6,2,18,24,120
