Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Domantas Sabonis,43:13,7,19,.368,0,2,.000,11,14,.786,0,10,10,5,1,4,8,5,25,-18
T.J. McConnell,42:13,8,9,.889,1,1,1.000,2,3,.667,0,4,4,3,3,2,4,4,19,-8
Malcolm Brogdon,41:50,10,25,.400,1,7,.143,2,2,1.000,4,11,15,5,1,0,2,1,23,-16
Justin Holiday,41:23,5,14,.357,4,12,.333,1,2,.500,0,5,5,1,1,1,0,2,15,-19
Myles Turner,36:04,2,10,.200,1,6,.167,6,6,1.000,1,5,6,2,1,6,1,5,11,+4
Jeremy Lamb,25:09,5,8,.625,2,4,.500,0,0,,2,3,5,2,1,0,2,1,12,+10
Aaron Holiday,18:19,1,6,.167,0,1,.000,2,2,1.000,0,1,1,0,1,1,2,0,4,-3
Edmond Sumner,11:41,1,1,1.000,0,0,,1,2,.500,1,0,1,0,0,0,0,3,3,+6
JaKarr Sampson,2:44,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+6
Goga Bitadze,2:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2
