Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHO,240,.638,.615,.356,.287,29.3,77.8,54.7,54.3,7.3,4.2,10.1,100.0,130.8,129.7
MIL,240,.631,.600,.435,.353,22.2,70.7,45.3,53.5,6.3,0.0,8.4,100.0,129.7,130.8
