Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,37:43,12,21,.571,3,7,.429,2,3,.667,0,6,6,6,1,1,2,3,29,+5
Tomáš Satoranský,34:08,3,8,.375,1,3,.333,0,0,,1,1,2,7,1,0,1,1,7,-4
Lauri Markkanen,33:23,4,10,.400,2,6,.333,0,0,,3,4,7,1,0,1,1,2,10,+2
Patrick Williams,32:05,4,7,.571,2,3,.667,0,0,,4,10,14,1,0,0,2,3,10,0
Thaddeus Young,30:44,8,16,.500,0,0,,0,0,,1,7,8,5,2,1,6,4,16,+3
Coby White,22:30,3,11,.273,1,7,.143,2,2,1.000,1,2,3,0,2,0,3,4,9,-10
Wendell Carter,17:16,3,7,.429,0,0,,4,4,1.000,2,4,6,2,0,0,1,4,10,-10
Otto Porter,15:16,2,5,.400,2,2,1.000,0,0,,1,1,2,1,0,0,1,0,6,-10
Ryan Arcidiacono,9:54,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,0,0,-12
Denzel Valentine,7:01,1,4,.250,0,3,.000,0,0,,1,1,2,0,0,0,0,1,2,+1
