Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Danny Green,26:05,.590,.563,.875,.375,11.5,11.7,11.6,10.7,5.5,4.1,9.7,16.8,125,87,7.3
Ben Simmons,24:26,.203,.182,.000,.273,16.4,37.6,26.9,27.2,2.0,0.0,14.0,24.9,74,95,-11.3
Seth Curry,24:12,.633,.633,.667,.000,4.1,12.7,8.4,30.4,4.0,0.0,0.0,26.3,136,93,12.5
Mike Scott,19:56,.200,.200,.400,.000,5.0,15.4,10.1,6.4,0.0,0.0,0.0,10.7,69,102,-11.3
Tobias Harris,15:05,.685,.571,.000,.571,0.0,6.8,3.3,35.0,0.0,7.1,10.2,27.5,136,96,4.1
Shake Milton,27:26,.907,.893,.500,.143,3.6,14.9,9.2,31.1,1.7,0.0,6.3,24.6,166,98,19.5
Dwight Howard,26:10,.821,.857,.000,1.286,7.6,50.7,29.0,6.3,1.8,8.2,15.4,21.0,140,87,7.4
Matisse Thybulle,25:13,.417,.417,.667,.000,0.0,8.1,4.0,0.0,3.8,12.7,0.0,10.1,87,84,0.5
Tyrese Maxey,21:41,.338,.250,.375,.250,0.0,9.4,4.7,24.9,0.0,4.9,18.4,21.3,78,98,-10.9
Furkan Korkmaz,19:19,.394,.313,.375,.250,0.0,5.3,2.6,21.3,2.5,0.0,0.0,19.5,103,97,-5.5
Isaiah Joe,3:31,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0,103,-26.5
Paul Reed,3:31,.333,.333,.000,.000,0.0,58.1,28.7,0.0,0.0,0.0,0.0,36.2,69,95,-26.2
Rayjon Tucker,3:25,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,103,-12.5
