Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIN,240,.515,.489,.424,.196,22.4,77.5,47.2,63.2,11.4,8.0,10.7,100.0,107.2,116.6
OKC,240,.613,.592,.425,.115,22.5,77.6,52.8,65.9,8.3,18.9,13.3,100.0,116.6,107.2
