Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bradley Beal,40:05,17,37,.459,6,14,.429,7,7,1.000,2,2,4,6,4,0,3,3,47,-17
Jordan Bell,31:20,2,9,.222,0,1,.000,0,0,,4,7,11,5,1,1,1,1,4,-22
Isaac Bonga,28:23,1,5,.200,1,3,.333,2,2,1.000,0,3,3,1,1,0,2,1,5,-10
Robin Lopez,22:32,5,8,.625,1,2,.500,3,3,1.000,2,1,3,2,0,0,1,4,14,-9
Raul Neto,20:28,1,7,.143,0,2,.000,0,0,,2,2,4,2,0,0,0,1,2,-7
Garrison Mathews,28:03,5,11,.455,3,9,.333,2,3,.667,1,3,4,1,2,0,0,2,15,-14
Jerome Robinson,22:25,2,7,.286,1,4,.250,3,4,.750,0,3,3,4,0,0,2,1,8,+4
Alex Len,19:29,3,4,.750,0,1,.000,2,2,1.000,0,4,4,4,2,1,1,6,8,+2
Cassius Winston,15:40,1,2,.500,1,1,1.000,0,0,,0,0,0,3,0,0,0,1,3,-5
Anthony Gill,11:35,0,2,.000,0,1,.000,0,0,,0,3,3,1,1,0,1,0,0,-12
