Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,36:10,9,21,.429,3,9,.333,4,6,.667,0,10,10,4,3,0,5,5,25,-14
Terance Mann,34:15,6,10,.600,0,2,.000,0,0,,1,5,6,0,2,0,0,3,12,-8
Marcus Morris,33:40,6,12,.500,3,7,.429,1,1,1.000,0,4,4,1,1,0,1,1,16,-14
Reggie Jackson,30:31,4,11,.364,2,5,.400,0,0,,0,2,2,4,0,0,4,2,10,-14
Ivica Zubac,25:12,7,9,.778,0,0,,0,0,,3,4,7,3,0,0,1,0,14,-8
Rajon Rondo,24:55,4,8,.500,1,3,.333,0,0,,0,4,4,7,2,0,2,3,9,0
Nicolas Batum,23:28,2,3,.667,2,3,.667,2,2,1.000,0,0,0,1,0,0,1,2,8,+8
Luke Kennard,17:22,2,3,.667,1,2,.500,0,0,,0,1,1,3,0,0,0,0,5,0
Patrick Patterson,12:30,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,0,0,2,+1
Yogi Ferrell,0:39,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+3
Daniel Oturu,0:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
Amir Coffey,0:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
