Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Harden,37:03,6,14,.429,4,9,.444,3,4,.750,0,5,5,11,0,0,3,2,19,-2
Joe Harris,31:18,3,9,.333,2,7,.286,0,0,,0,7,7,1,0,0,0,2,8,-18
Kyrie Irving,30:50,14,24,.583,4,9,.444,6,6,1.000,1,0,1,5,0,1,2,3,38,-11
DeAndre Jordan,25:54,4,4,1.000,0,0,,1,2,.500,0,4,4,1,0,3,4,3,9,-7
Bruce Brown,22:59,4,8,.500,0,2,.000,0,0,,1,2,3,0,2,2,0,3,8,+5
Jeff Green,26:11,5,9,.556,1,3,.333,2,2,1.000,0,2,2,1,2,0,0,4,13,-17
Timothé Luwawu-Cabarrot,26:10,4,9,.444,3,7,.429,0,0,,1,0,1,1,0,0,0,3,11,-16
Landry Shamet,18:56,0,6,.000,0,5,.000,0,0,,1,2,3,0,0,1,0,2,0,+6
Reggie Perry,15:27,1,3,.333,0,1,.000,2,2,1.000,2,1,3,2,1,1,2,3,4,-4
Chris Chiozza,2:36,1,1,1.000,0,0,,1,1,1.000,0,0,0,1,0,0,0,0,3,+2
Tyler Johnson,2:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
