Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Josh Richardson,36:16,5,11,.455,2,7,.286,0,0,,1,6,7,1,1,0,2,4,12,-9
Luka Dončić,35:57,11,26,.423,0,6,.000,10,12,.833,2,6,8,5,0,0,1,2,32,-9
Dorian Finney-Smith,35:48,4,11,.364,1,6,.167,2,2,1.000,1,7,8,3,2,0,0,3,11,+11
Tim Hardaway,26:48,3,10,.300,3,8,.375,3,6,.500,0,4,4,0,1,0,0,1,12,-4
Dwight Powell,17:32,1,3,.333,0,0,,0,0,,1,1,2,1,1,0,2,3,2,-3
Maxi Kleber,26:53,2,8,.250,2,7,.286,4,4,1.000,1,2,3,1,0,0,1,4,10,-19
Trey Burke,19:35,3,6,.500,1,1,1.000,0,0,,0,0,0,0,0,0,1,0,7,-1
Jalen Brunson,18:11,5,8,.625,0,2,.000,2,2,1.000,0,2,2,4,0,0,3,2,12,+3
James Johnson,13:42,0,0,,0,0,,0,0,,0,3,3,1,1,0,1,3,0,+2
Willie Cauley-Stein,6:02,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,0,1,2,+14
Josh Green,3:16,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-5
