Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,0,240,48,89,.539,13,28,.464,17,19,.895,6,42,48,34,10,5,14,20,126
IND,1,240,44,96,.458,9,40,.225,18,22,.818,9,33,42,14,9,5,12,17,115
