Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nikola Vučević,37:38,.333,.333,.292,.000,5.5,35.7,21.3,20.1,1.3,0.0,7.7,30.6,80,88,-7.7
Evan Fournier,31:25,.633,.633,.333,.000,0.0,9.2,4.8,15.4,1.6,0.0,11.8,24.0,112,96,0.3
Michael Carter-Williams,29:30,.322,.250,.125,.375,0.0,6.5,3.4,29.4,1.7,0.0,17.7,17.0,87,97,-5.8
Gary Clark,20:17,.563,.563,.875,.000,5.1,18.9,12.3,13.6,4.8,0.0,0.0,17.5,126,86,6.5
Dwayne Bacon,18:22,.938,.938,.375,.000,5.7,10.5,8.2,0.0,2.7,4.4,0.0,19.3,174,90,21.6
Terrence Ross,29:38,.824,.781,.375,.313,0.0,19.4,10.1,25.1,3.3,5.4,18.0,33.2,131,85,17.8
Chasson Randle,18:30,.250,.250,.500,.000,0.0,10.4,5.4,32.9,0.0,0.0,20.0,12.0,89,99,-13.3
Chuma Okeke,16:35,.500,.500,.667,.000,0.0,5.8,3.0,0.0,5.9,0.0,0.0,8.0,100,88,0.3
Khem Birch,16:12,.000,.000,.000,2.000,25.8,0.0,12.3,0.0,0.0,9.9,0.0,5.1,103,95,-5.9
Al-Farouq Aminu,11:31,1.500,1.500,1.000,.000,9.1,16.7,13.0,11.0,0.0,0.0,50.0,7.7,136,97,2.5
Mohamed Bamba,10:22,.500,.500,.000,.000,10.1,37.0,24.1,0.0,0.0,15.4,0.0,17.1,111,79,2.7
