Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAL,0,240,40,87,.460,6,28,.214,19,29,.655,8,38,46,27,4,4,10,26,105
DEN,1,240,39,85,.459,19,47,.404,25,34,.735,9,38,47,28,6,4,9,24,122
