Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ORL,240,.476,.455,.432,.250,19.6,82.6,49.5,75.8,9.1,11.1,10.9,100.0,94.0,106.1
DET,240,.552,.523,.386,.182,17.4,80.4,50.5,58.5,10.1,18.0,13.6,100.0,106.1,94.0
