Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,1,240,41,87,.471,9,22,.409,17,32,.531,10,38,48,20,12,1,19,24,108
SAS,0,240,37,85,.435,9,31,.290,27,32,.844,9,37,46,22,9,8,17,23,110
