Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Stephen Curry,28:58,6,17,.353,2,10,.200,5,5,1.000,0,4,4,6,1,0,2,2,19,-24
James Wiseman,25:03,5,11,.455,3,4,.750,5,6,.833,3,5,8,0,0,3,2,4,18,-16
Eric Paschall,24:59,3,8,.375,0,3,.000,1,1,1.000,1,1,2,1,1,0,1,2,7,-23
Andrew Wiggins,24:54,6,18,.333,0,4,.000,0,0,,3,3,6,0,1,0,1,3,12,-19
Kelly Oubre,19:46,1,10,.100,0,5,.000,1,2,.500,1,4,5,1,1,0,2,3,3,-15
Brad Wanamaker,19:02,4,7,.571,1,2,.500,2,2,1.000,0,1,1,2,1,0,0,3,11,-15
Jordan Poole,19:02,4,11,.364,1,6,.167,2,2,1.000,0,1,1,0,0,0,0,1,11,-15
Damion Lee,18:54,2,4,.500,2,4,.500,3,3,1.000,0,2,2,1,0,0,1,0,9,-10
Mychal Mulder,17:34,1,4,.250,1,4,.250,0,0,,0,3,3,0,0,1,0,0,3,-15
Marquese Chriss,14:17,1,4,.250,0,2,.000,2,4,.500,0,5,5,1,0,2,2,1,4,-19
Juan Toscano-Anderson,12:33,0,0,,0,0,,0,0,,1,2,3,1,0,0,0,1,0,-9
Kevon Looney,11:01,1,3,.333,0,1,.000,0,0,,1,2,3,0,0,0,0,1,2,-11
Kent Bazemore,3:56,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-4
