Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,31:39,9,18,.500,2,4,.500,9,9,1.000,0,3,3,5,0,1,4,2,29,+8
Bismack Biyombo,29:00,8,12,.667,0,0,,1,2,.500,8,5,13,2,0,5,0,5,17,+2
Chris Paul,25:43,4,7,.571,2,3,.667,3,3,1.000,1,4,5,7,1,0,1,2,13,-2
Josh Okogie,24:48,2,9,.222,2,4,.500,1,2,.500,1,0,1,6,0,0,0,2,7,+4
Torrey Craig,18:39,2,5,.400,2,3,.667,0,0,,1,2,3,1,0,1,0,0,6,+1
T.J. Warren,26:48,7,12,.583,2,4,.500,0,0,,1,7,8,0,1,1,0,0,16,+25
Terrence Ross,22:57,6,12,.500,3,8,.375,0,0,,0,7,7,4,0,0,0,3,15,+11
Cameron Payne,22:13,6,9,.667,2,2,1.000,0,0,,0,2,2,7,0,0,0,2,14,+22
Jock Landale,13:52,1,2,.500,0,0,,0,1,.000,1,1,2,1,0,1,1,2,2,+16
Landry Shamet,13:22,0,4,.000,0,3,.000,0,0,,0,0,0,1,2,0,0,3,0,+13
Ish Wainright,9:24,2,3,.667,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,1,6,+1
Darius Bazley,1:35,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-1
