Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tobias Harris,25:40,6,12,.500,1,2,.500,4,4,1.000,3,4,7,6,0,1,0,3,17,+19
Seth Curry,25:38,8,12,.667,4,7,.571,0,0,,1,2,3,1,0,0,1,0,20,+18
Joel Embiid,25:09,7,16,.438,1,3,.333,2,2,1.000,3,4,7,1,1,3,1,2,17,+18
Danny Green,25:09,2,5,.400,1,3,.333,0,0,,0,3,3,1,2,1,1,2,5,+18
Ben Simmons,15:42,4,5,.800,0,0,,0,2,.000,1,3,4,6,2,0,1,4,8,+13
George Hill,22:00,3,7,.429,1,4,.250,0,1,.000,0,6,6,3,0,0,1,1,7,+14
Matisse Thybulle,16:40,1,2,.500,0,1,.000,0,1,.000,1,1,2,0,0,3,0,1,2,+18
Furkan Korkmaz,16:21,4,6,.667,4,6,.667,0,0,,0,1,1,0,2,0,1,1,12,+17
Dwight Howard,14:07,1,2,.500,0,1,.000,1,2,.500,0,2,2,1,0,0,1,0,3,+10
Tyrese Maxey,13:32,5,6,.833,1,2,.500,0,0,,0,2,2,2,0,0,0,1,11,+16
Shake Milton,13:27,3,8,.375,0,1,.000,6,7,.857,2,4,6,6,2,0,0,3,12,+17
Mike Scott,8:44,1,3,.333,1,2,.500,0,0,,0,2,2,1,2,0,0,1,3,+16
Paul Reed,6:33,1,1,1.000,0,0,,0,0,,0,0,0,0,0,2,0,3,2,+8
Isaiah Joe,5:39,2,3,.667,2,3,.667,0,0,,0,1,1,1,1,0,0,0,6,+9
Anthony Tolliver,5:39,0,1,.000,0,1,.000,2,3,.667,0,0,0,0,0,0,0,0,2,+9
