Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Donovan Mitchell,34:09,11,19,.579,6,8,.750,8,8,1.000,3,4,7,5,0,1,4,3,36,+16
Royce O'Neale,33:05,2,3,.667,1,2,.500,0,0,,0,6,6,1,0,1,1,3,5,+15
Mike Conley,31:04,8,14,.571,2,5,.400,2,2,1.000,1,1,2,6,3,1,3,4,20,+23
Rudy Gobert,29:36,6,8,.750,0,0,,0,0,,1,10,11,2,0,4,2,2,12,+19
Bojan Bogdanović,29:25,4,11,.364,1,5,.200,7,7,1.000,0,3,3,1,2,0,0,3,16,+23
Jordan Clarkson,23:55,6,15,.400,3,10,.300,4,4,1.000,1,2,3,0,2,0,2,1,19,-6
Joe Ingles,19:30,3,6,.500,2,4,.500,0,0,,0,1,1,9,1,0,1,2,8,-5
Derrick Favors,16:25,1,2,.500,0,0,,3,4,.750,2,2,4,0,0,1,1,3,5,-2
Georges Niang,14:55,3,7,.429,2,5,.400,0,0,,0,1,1,3,0,0,1,5,8,-4
Udoka Azubuike,1:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6
Shaquille Harrison,1:59,0,3,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6
Miye Oni,1:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-6
Juwan Morgan,1:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6
