Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ja Morant,33:11,.450,.400,.300,.250,0.0,17.5,6.9,25.0,2.9,0.0,8.3,31.0,90,118,0.6
Jonas Valančiūnas,32:51,.573,.529,.059,.294,8.6,35.4,19.1,17.0,1.4,0.0,0.0,24.8,124,120,7.5
Kyle Anderson,31:57,.711,.750,.375,.125,8.8,27.3,16.1,19.1,7.4,3.3,32.2,16.5,103,103,9.1
Dillon Brooks,30:24,.393,.393,.286,.000,0.0,9.6,3.8,10.2,3.1,3.5,0.0,19.6,83,115,-3.1
Grayson Allen,19:21,.000,.000,.750,.000,4.9,15.0,8.9,19.1,0.0,0.0,0.0,8.8,50,125,-10.3
De'Anthony Melton,24:03,.621,.583,.500,.167,0.0,18.1,7.1,14.8,0.0,4.4,7.2,24.5,114,121,3.3
Desmond Bane,22:12,.400,.400,.200,.000,0.0,6.6,2.6,12.5,0.0,0.0,0.0,9.6,93,125,-10.0
Brandon Clarke,16:03,.300,.300,.400,.000,0.0,0.0,0.0,0.0,0.0,6.6,0.0,13.2,61,120,-9.9
Xavier Tillman,15:09,.363,.333,.000,.333,6.2,28.8,15.1,0.0,0.0,0.0,12.7,22.1,70,123,-15.3
Tyus Jones,14:49,.466,.417,.333,.167,0.0,0.0,0.0,29.9,0.0,0.0,13.4,21.3,94,126,-4.7
