Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aaron Gordon,28:43,5,12,.417,3,5,.600,4,8,.500,2,0,2,3,0,0,2,1,17,-12
Cole Anthony,27:24,7,18,.389,1,6,.167,0,1,.000,1,5,6,3,0,0,5,2,15,-22
Nikola Vučević,25:58,6,13,.462,1,4,.250,2,2,1.000,2,4,6,4,2,0,1,2,15,-19
Dwayne Bacon,25:36,5,14,.357,0,1,.000,5,7,.714,3,5,8,1,0,0,0,1,15,-11
James Ennis,14:34,1,4,.250,0,2,.000,0,0,,0,1,1,0,0,0,0,3,2,-5
Khem Birch,32:51,5,8,.625,0,1,.000,2,2,1.000,7,5,12,2,1,0,1,1,12,-21
Jordan Bone,26:49,4,8,.500,1,3,.333,0,0,,0,3,3,0,1,0,0,2,9,-13
Gary Clark,26:49,1,4,.250,0,2,.000,1,2,.500,0,3,3,0,1,1,1,0,3,-13
Terrence Ross,25:04,3,11,.273,0,3,.000,0,0,,0,5,5,1,0,0,1,2,6,-11
Karim Mané,6:12,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,3,-8
