Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,0,240,47,84,.560,18,36,.500,20,25,.800,4,33,37,29,9,6,6,15,132
SAS,1,240,47,93,.505,10,27,.370,11,14,.786,12,29,41,24,5,4,11,18,115
