Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,1,240,42,85,.494,22,45,.489,20,30,.667,5,39,44,27,16,6,17,19,126
CHI,0,240,38,87,.437,6,26,.231,14,20,.700,6,36,42,18,10,6,20,21,96
