Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ATL,240,.580,.506,.395,.556,21.7,81.3,52.1,54.3,9.5,5.8,13.0,100.0,111.5,105.8
GSW,240,.548,.522,.435,.228,18.8,78.3,47.9,58.1,11.4,12.2,13.6,100.0,105.8,111.5
