Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Robert Covington,35:06,2,6,.333,1,5,.200,0,0,,0,11,11,4,1,2,2,2,5,+11
Damian Lillard,33:37,9,22,.409,5,10,.500,13,13,1.000,1,4,5,2,1,0,2,0,36,+10
Gary Trent,33:03,6,18,.333,3,9,.333,0,0,,0,4,4,6,1,0,0,0,15,+6
Derrick Jones,29:06,3,6,.500,1,3,.333,1,1,1.000,6,4,10,0,0,0,0,3,8,+2
Enes Kanter,27:05,3,6,.500,0,0,,0,0,,1,9,10,2,1,0,0,4,6,+9
Carmelo Anthony,26:56,7,16,.438,5,9,.556,4,5,.800,0,3,3,0,0,3,1,1,23,+6
Anfernee Simons,21:40,4,11,.364,3,8,.375,0,0,,0,5,5,2,0,0,1,3,11,+3
Rodney Hood,16:59,0,2,.000,0,0,,0,0,,0,1,1,1,1,0,0,1,0,+8
CJ Elleby,9:11,1,3,.333,0,2,.000,0,0,,0,0,0,0,1,0,0,2,2,-6
Harry Giles,7:17,0,0,,0,0,,0,0,,1,4,5,1,0,1,2,1,0,-4
