Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Shai Gilgeous-Alexander,33:20,8,10,.800,3,3,1.000,4,5,.800,0,7,7,7,0,0,5,1,23,-8
Justin Jackson,29:10,3,6,.500,0,3,.000,2,2,1.000,0,2,2,3,0,0,4,0,8,-10
Luguentz Dort,28:58,6,14,.429,3,8,.375,0,2,.000,1,3,4,0,0,0,0,2,15,-13
Darius Bazley,28:31,3,14,.214,0,4,.000,0,0,,2,4,6,2,0,2,2,0,6,-9
Isaiah Roby,28:06,9,12,.750,1,2,.500,0,3,.000,4,3,7,0,1,2,1,4,19,-13
Hamidou Diallo,22:00,6,9,.667,0,0,,1,2,.500,2,6,8,0,2,1,3,3,13,-1
Théo Maledon,20:11,2,6,.333,1,5,.200,2,4,.500,0,1,1,3,0,0,2,2,7,-5
Mike Muscala,19:54,5,6,.833,3,4,.750,1,1,1.000,0,5,5,2,0,0,1,3,14,+2
Aleksej Pokusevski,19:29,1,8,.125,0,4,.000,0,0,,1,5,6,3,0,2,1,2,2,-2
Kenrich Williams,9:34,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,1,0,+5
Josh Hall,0:47,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
