Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
HOU,1,240,38,97,.392,12,40,.300,12,16,.750,10,32,42,23,14,5,13,19,100
LAL,0,240,42,84,.500,14,32,.438,19,27,.704,11,44,55,26,10,12,20,18,117
