Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,0,240,45,86,.523,18,35,.514,14,16,.875,6,32,38,22,10,1,13,21,122
HOU,1,240,34,79,.430,8,35,.229,21,32,.656,14,33,47,19,6,5,17,18,97
