Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
RJ Barrett,40:00,7,15,.467,3,7,.429,4,5,.800,0,7,7,5,2,0,3,3,21,+31
Julius Randle,30:19,13,22,.591,4,9,.444,1,1,1.000,0,7,7,6,1,0,3,3,31,+17
Reggie Bullock,26:17,4,7,.571,3,6,.500,0,0,,0,3,3,1,1,0,0,3,11,+17
Elfrid Payton,13:41,3,6,.500,1,1,1.000,0,0,,0,0,0,1,2,0,1,2,7,-2
Nerlens Noel,11:20,1,3,.333,0,0,,0,0,,2,0,2,0,0,0,1,2,2,-3
Taj Gibson,31:51,3,4,.750,0,0,,0,0,,1,4,5,0,0,0,0,3,6,+36
Derrick Rose,31:01,8,11,.727,4,5,.800,4,4,1.000,1,5,6,4,1,0,1,0,24,+35
Immanuel Quickley,22:31,5,9,.556,3,5,.600,0,0,,1,1,2,4,1,0,1,0,13,+15
Obi Toppin,16:36,1,4,.250,0,1,.000,3,4,.750,0,3,3,1,1,1,2,2,5,+9
Kevin Knox,4:49,0,3,.000,0,1,.000,2,2,1.000,0,0,0,0,1,0,1,0,2,-8
Norvel Pelle,4:49,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,2,0,-8
Frank Ntilikina,3:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-8
Jared Harper,2:23,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-5
Theo Pinson,1:05,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
