Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CLE,0,240,36,87,.414,7,26,.269,11,16,.688,14,33,47,16,6,4,15,18,90
MIL,1,240,37,84,.440,12,36,.333,14,18,.778,11,34,45,25,11,4,15,14,100
