Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tyler Herro,37:11,12,20,.600,1,5,.200,6,8,.750,0,9,9,2,0,0,3,3,31,-2
Jimmy Butler,36:01,10,18,.556,0,1,.000,6,6,1.000,3,7,10,9,2,1,0,1,26,+11
Duncan Robinson,34:34,2,8,.250,2,8,.250,1,2,.500,0,5,5,2,0,1,0,1,7,+10
Kelly Olynyk,31:34,7,15,.467,4,11,.364,0,0,,1,5,6,5,1,1,2,2,18,+3
Bam Adebayo,21:26,2,4,.500,0,0,,5,7,.714,1,15,16,4,0,1,4,5,9,+4
Goran Dragić,19:34,7,10,.700,7,9,.778,0,0,,2,0,2,5,0,0,3,4,21,+4
Avery Bradley,18:36,2,8,.250,1,5,.200,0,0,,1,2,3,1,0,0,1,2,5,-10
Andre Iguodala,13:45,1,3,.333,1,2,.500,0,0,,0,2,2,2,0,1,0,1,3,-12
Precious Achiuwa,12:40,3,4,.750,0,0,,1,1,1.000,0,2,2,0,0,0,2,4,7,+5
Meyers Leonard,7:33,0,1,.000,0,1,.000,1,2,.500,0,4,4,1,0,0,1,0,1,+5
KZ Okpala,7:06,0,2,.000,0,1,.000,0,0,,2,0,2,1,0,0,0,1,0,+2
