Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Gary Trent,36:24,.888,.833,.500,.500,0.0,8.6,4.6,8.1,0.0,0.0,12.0,19.7,160,113,6.5
Damian Lillard,29:34,.536,.438,.375,.375,0.0,10.6,5.7,46.2,1.6,0.0,17.7,33.0,111,109,-1.7
Enes Kanter,27:05,.852,.818,.000,.273,31.0,23.1,26.8,6.6,0.0,2.8,14.0,22.8,162,107,8.1
Robert Covington,22:00,.500,.500,1.000,.000,0.0,19.0,10.1,0.0,0.0,3.4,25.0,7.8,75,108,-3.0
Derrick Jones,19:12,.665,.500,.500,2.000,0.0,27.2,14.5,0.0,0.0,0.0,21.0,10.7,109,108,-3.5
Anfernee Simons,30:26,.680,.600,.900,.400,0.0,10.3,5.5,4.3,1.6,0.0,14.5,19.5,123,110,1.8
Carmelo Anthony,20:22,.696,.654,.538,.615,5.9,5.1,5.5,8.9,2.3,3.7,0.0,34.9,150,106,14.2
Harry Giles,20:16,.510,.400,.000,.400,5.9,46.3,27.5,12.4,0.0,3.7,0.0,12.5,132,100,2.5
Nassir Little,13:47,.333,.333,.333,.000,0.0,7.6,4.0,0.0,0.0,0.0,0.0,9.4,73,114,-8.5
Rodney Hood,12:28,.400,.400,.000,.000,0.0,8.4,4.5,0.0,0.0,0.0,16.7,20.7,68,113,-16.5
CJ Elleby,8:26,.500,.500,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.4,75,115,-13.0
