Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Facundo Campazzo,32:32,.581,.500,.583,.333,5.7,19.9,12.8,19.9,7.1,5.8,6.8,17.5,130,80,15.1
Nikola Jokić,29:08,.708,.625,.125,.938,9.5,28.5,19.0,48.2,3.2,6.5,15.0,35.2,133,86,22.2
Michael Porter,25:26,.708,.708,.500,.000,0.0,21.8,10.9,23.8,0.0,0.0,7.7,19.7,135,100,8.0
Paul Millsap,24:17,.231,.231,.231,.000,11.4,11.4,11.4,12.7,1.9,0.0,0.0,20.6,75,98,-9.3
Aaron Gordon,22:07,.000,.000,.333,.000,8.3,12.5,10.4,5.9,0.0,0.0,25.0,13.9,24,102,-17.9
Austin Rivers,28:24,.799,.769,.692,.462,0.0,9.8,4.9,20.1,4.9,0.0,6.0,22.6,155,91,19.2
Shaquille Harrison,26:49,.444,.357,.429,.286,0.0,17.2,8.6,0.0,3.4,0.0,0.0,11.3,103,93,-3.1
JaMychal Green,20:07,.143,.143,.429,.000,9.2,13.8,11.5,20.7,0.0,4.7,22.2,17.2,55,98,-11.2
JaVale McGee,17:48,.434,.250,.250,1.000,15.6,31.1,23.3,7.9,0.0,10.6,14.8,14.6,105,88,-5.2
Vlatko Čančar,4:40,.333,.333,.333,.000,19.8,0.0,9.9,0.0,0.0,0.0,0.0,24.8,90,105,-9.6
Bol Bol,4:40,.000,.000,.500,.000,0.0,19.8,9.9,0.0,0.0,0.0,0.0,16.5,0,101,-20.9
Markus Howard,4:02,.174,.000,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,37.1,30,103,-38.1
