Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Facundo Campazzo,32:32,5,12,.417,2,7,.286,4,4,1.000,2,7,9,4,5,2,1,1,16,+14
Nikola Jokić,29:08,10,16,.625,0,2,.000,12,15,.800,3,9,12,6,2,2,4,3,32,+15
Michael Porter,25:26,7,12,.583,3,6,.500,0,0,,0,6,6,3,0,0,1,3,17,+24
Paul Millsap,24:17,3,13,.231,0,3,.000,0,0,,3,3,6,2,1,0,0,2,6,+17
Aaron Gordon,22:07,0,6,.000,0,2,.000,0,0,,2,3,5,1,0,0,2,1,0,+8
Austin Rivers,28:24,7,13,.538,6,9,.667,5,6,.833,0,3,3,3,3,0,1,2,25,+13
Shaquille Harrison,26:49,2,7,.286,1,3,.333,2,2,1.000,0,5,5,0,2,0,0,3,7,+8
JaMychal Green,20:07,1,7,.143,0,3,.000,0,0,,2,3,5,3,0,1,2,2,2,+5
JaVale McGee,17:48,1,4,.250,0,1,.000,3,4,.750,3,6,9,1,0,2,1,6,5,+6
Vlatko Čančar,4:40,1,3,.333,0,1,.000,0,0,,1,0,1,0,0,0,0,0,2,-11
Bol Bol,4:40,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-11
Markus Howard,4:02,0,2,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,1,1,1,-8
