Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DEN,240,.507,.443,.402,.340,30.8,88.5,59.6,62.2,12.5,13.7,10.4,100.0,108.3,93.0
NYK,240,.496,.459,.407,.314,11.5,69.2,40.4,54.5,5.7,17.2,13.3,100.0,93.0,108.3
