Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Eric Gordon,36:20,.527,.433,.400,.600,0.0,2.6,1.2,13.6,0.0,0.0,9.5,23.5,106,112,-5.8
Victor Oladipo,35:27,.349,.281,.375,.375,0.0,5.3,2.6,12.9,1.3,2.7,9.7,23.7,76,106,-10.8
P.J. Tucker,33:07,.845,.813,.625,.250,5.3,14.2,9.6,4.9,0.0,5.8,10.1,12.2,151,103,4.1
DeMarcus Cousins,32:50,.156,.156,.375,.000,5.3,37.3,20.7,30.0,0.0,5.8,23.8,26.1,50,93,-12.1
Jae'Sean Tate,32:24,.732,.750,.500,.250,2.7,5.8,4.2,5.0,4.4,8.9,10.1,12.4,130,95,5.7
Sterling Brown,25:38,.778,.778,.667,.000,10.2,18.4,14.1,13.6,0.0,0.0,10.0,15.9,143,105,5.7
David Nwaba,21:24,.523,.500,.167,.083,12.2,17.6,14.8,38.1,4.4,9.0,0.0,23.7,128,90,13.9
Ben McLemore,17:09,.500,.500,.600,.000,15.3,22.0,18.5,32.5,2.8,5.6,16.7,28.5,101,94,8.0
Mason Jones,3:11,.000,.000,.000,.000,0.0,29.6,14.2,0.0,0.0,0.0,0.0,12.8,0,98,-25.2
Kenyon Martin,2:30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-9.4
