Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Mikal Bridges,36:01,5,10,.500,4,6,.667,2,2,1.000,0,4,4,0,1,1,2,1,16,+13
Devin Booker,35:02,3,12,.250,1,4,.250,9,9,1.000,0,4,4,3,0,0,1,2,16,+11
Chris Paul,29:56,6,11,.545,2,3,.667,3,4,.750,0,6,6,11,0,0,0,3,17,+21
Deandre Ayton,29:16,10,14,.714,0,0,,6,6,1.000,3,12,15,1,1,1,0,1,26,+11
Torrey Craig,28:57,3,10,.300,1,6,.167,0,0,,3,3,6,2,1,0,1,1,7,+19
Jae Crowder,23:12,6,13,.462,6,12,.500,0,0,,0,2,2,3,0,1,0,5,18,+10
Cameron Payne,20:46,5,10,.500,3,3,1.000,2,2,1.000,0,1,1,3,2,0,1,1,15,+15
Frank Kaminsky,18:44,4,7,.571,0,2,.000,2,2,1.000,1,5,6,2,0,0,0,2,10,+12
Jevon Carter,8:57,1,3,.333,1,3,.333,0,0,,0,0,0,1,0,0,0,0,3,-1
Dario Šarić,5:31,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,+1
Langston Galloway,2:19,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+3
Ty-Shon Alexander,1:19,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
