Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,1,240,37,98,.378,8,27,.296,13,19,.684,20,27,47,23,6,5,15,27,95
BRK,0,240,41,76,.539,15,29,.517,26,31,.839,9,34,43,21,5,10,15,22,123
