Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHI,265,.604,.559,.269,.376,16.7,77.8,49.0,45.8,8.2,10.7,9.2,100.0,119.0,111.7
UTA,265,.568,.545,.440,.190,22.2,83.3,51.0,50.0,6.4,1.5,12.9,100.0,111.7,119.0
