Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,1,240,42,90,.467,5,18,.278,18,23,.783,11,35,46,23,10,4,11,20,107
UTA,0,240,38,89,.427,16,49,.327,19,25,.760,11,35,46,20,10,5,14,21,111
