Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Coby White,35:42,5,14,.357,2,8,.250,5,6,.833,0,5,5,6,0,0,3,3,17,+12
Nikola Vučević,35:15,9,15,.600,4,5,.800,2,2,1.000,1,10,11,2,1,0,4,4,24,+10
Daniel Theis,32:29,10,13,.769,1,2,.500,2,3,.667,2,10,12,5,0,2,0,1,23,+5
Garrett Temple,30:45,4,7,.571,2,4,.500,0,0,,0,1,1,2,0,0,1,2,10,+14
Patrick Williams,22:21,2,7,.286,0,1,.000,4,5,.800,0,2,2,2,0,1,3,1,8,+3
Thaddeus Young,26:16,5,6,.833,0,0,,0,1,.000,4,5,9,8,0,0,2,4,10,-3
Lauri Markkanen,23:10,5,11,.455,2,7,.286,0,0,,0,2,2,1,1,0,1,3,12,+9
Tomáš Satoranský,18:07,1,3,.333,0,1,.000,4,5,.800,2,2,4,6,1,1,2,0,6,-6
Denzel Valentine,9:55,0,1,.000,0,1,.000,0,0,,0,3,3,1,0,0,2,3,0,-3
Ryan Arcidiacono,6:00,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-1
