Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaac Okoro,29:19,.347,.167,.333,1.000,0.0,4.5,1.8,0.0,4.7,2.5,18.8,14.9,61,132,-10.2
Andre Drummond,17:45,.473,.444,.000,.667,15.3,15.0,15.2,0.0,0.0,8.3,20.5,33.8,82,137,-14.5
Cedi Osman,17:43,.600,.600,.700,.000,5.1,7.5,6.1,0.0,0.0,0.0,16.7,27.8,90,144,-8.4
Collin Sexton,16:11,.587,.375,.125,.875,5.6,8.2,6.7,23.6,0.0,0.0,35.1,43.3,83,143,-16.4
Larry Nance,12:36,.500,.500,.500,.000,7.2,21.2,12.8,12.6,0.0,0.0,0.0,6.5,130,140,-11.1
Damyean Dotson,27:45,.636,.611,.667,.111,0.0,4.8,1.9,19.2,3.3,0.0,9.6,15.4,118,137,-0.3
Jarrett Allen,25:48,.761,.714,.000,.286,10.5,20.7,14.6,15.1,0.0,2.9,0.0,12.5,165,139,0.5
Dylan Windler,25:44,.709,.583,.667,.667,7.0,10.4,8.4,19.7,1.8,0.0,0.0,12.4,161,139,2.1
Darius Garland,23:07,.202,.111,.667,.222,0.0,11.5,4.7,32.5,0.0,3.2,16.8,21.1,58,141,-16.6
Taurean Prince,21:20,.455,.444,.556,.222,0.0,6.3,2.5,41.3,6.5,3.5,9.2,20.9,99,127,4.2
JaVale McGee,15:10,.468,.500,.100,.400,0.0,52.7,21.3,17.4,3.1,9.7,0.0,31.8,93,120,1.5
Dean Wade,7:32,,,,,0.0,0.0,0.0,37.5,0.0,0.0,,0.0,229,146,-2.0
