Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
ORL,240,.601,.568,.261,.284,23.1,76.5,53.3,60.0,6.1,5.2,9.2,100.0,121.3,114.1
DET,240,.555,.532,.376,.194,23.5,76.9,46.7,54.5,8.2,6.2,9.8,100.0,114.1,121.3
