Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,0,240,45,88,.511,10,23,.435,19,25,.760,9,39,48,27,6,3,10,18,119
DET,1,240,44,93,.473,11,35,.314,13,18,.722,12,30,42,24,8,4,11,19,112
