Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jerami Grant,34:14,8,16,.500,2,6,.333,4,4,1.000,1,5,6,2,1,0,2,2,22,+1
Blake Griffin,29:23,4,14,.286,3,10,.300,2,4,.500,0,3,3,4,1,0,0,0,13,-4
Mason Plumlee,24:38,3,4,.750,0,0,,7,8,.875,2,6,8,2,1,1,0,4,13,+2
Killian Hayes,24:00,2,5,.400,1,2,.500,0,0,,0,1,1,4,0,0,2,4,5,-3
Josh Jackson,13:47,5,10,.500,2,4,.500,1,1,1.000,0,1,1,2,1,0,0,0,13,+6
Derrick Rose,23:29,4,12,.333,1,3,.333,4,4,1.000,1,0,1,8,0,1,4,0,13,+6
Saddiq Bey,19:41,2,6,.333,2,3,.667,0,0,,0,3,3,2,1,0,0,2,6,0
Delon Wright,18:25,1,2,.500,0,0,,2,2,1.000,0,3,3,3,2,1,1,0,4,-10
Isaiah Stewart,15:05,1,3,.333,0,0,,0,0,,2,1,3,0,0,2,0,3,2,+1
Sviatoslav Mykhailiuk,14:44,5,8,.625,3,6,.500,2,2,1.000,0,2,2,1,0,0,0,0,15,+4
Sekou Doumbouya,14:16,3,3,1.000,2,2,1.000,0,0,,0,0,0,0,1,1,0,1,8,-8
Jahlil Okafor,8:17,3,3,1.000,0,0,,0,0,,2,0,2,1,0,1,0,0,6,-5
