Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,35:53,8,17,.471,0,4,.000,10,11,.909,1,14,15,4,0,0,2,2,26,-5
RJ Barrett,35:53,8,17,.471,2,2,1.000,3,3,1.000,2,5,7,3,0,0,3,4,21,-11
Elfrid Payton,31:03,3,12,.250,0,1,.000,1,1,1.000,1,2,3,3,0,1,0,5,7,-15
Mitchell Robinson,28:42,6,8,.750,0,0,,0,1,.000,5,5,10,0,0,1,2,1,12,-13
Reggie Bullock,21:00,0,3,.000,0,1,.000,0,0,,0,3,3,2,0,0,0,3,0,-13
Alec Burks,27:00,3,14,.214,1,5,.200,2,4,.500,1,4,5,2,0,1,1,1,9,+4
Nerlens Noel,19:18,0,1,.000,0,0,,0,2,.000,3,4,7,1,1,0,0,1,0,+4
Immanuel Quickley,16:57,3,9,.333,1,4,.250,1,2,.500,0,1,1,2,0,3,2,2,8,+6
Obi Toppin,12:07,3,7,.429,0,2,.000,0,1,.000,2,3,5,1,0,0,1,1,6,-4
Kevin Knox,12:07,2,6,.333,1,3,.333,0,0,,1,0,1,1,1,0,0,1,5,+2
