Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NYK,240,.448,.410,.234,.266,27.1,77.4,50.9,52.8,2.1,10.5,9.5,100.0,98.6,108.0
SAC,240,.514,.484,.374,.231,22.6,72.9,49.1,55.3,6.3,19.4,5.6,100.0,108.0,98.6
